StatID,MatchID,PlayerID,MinutesPlayed,DistanceCoveredKM,Sprints,AvgHeartRate,MaxSpeedKMH,PassAccuracyPct,ShotsOnTarget,Tackles,Fouls,YellowCards,RedCards,MatchRating
9741,1254,76,100,10.68,21,160,28.12,87.65,1,1,3,0,0,7.81
9742,1597,65,94,10.41,28,145,28.56,97.0,2,2,0,0,0,5.32
9743,1597,67,90,6.24,29,145,34.3,78.23,4,3,1,0,0,6.19
9744,1597,71,89,11.14,17,161,27.55,97.0,1,1,0,0,0,8.5
9745,1597,72,52,10.16,30,153,30.51,91.29,0,3,1,0,0,7.68
9746,1597,63,63,10.63,24,150,33.9,83.6,2,4,1,0,0,6.58
9747,1597,61,70,11.24,26,165,28.27,80.98,0,4,0,1,0,7.44
9748,1597,62,40,7.94,29,169,28.62,85.93,0,1,2,0,0,7.5
9749,1597,85,61,11.37,25,152,31.62,86.72,2,0,0,0,0,8.93
9750,1597,83,90,7.18,46,145,34.67,85.39,1,2,0,0,0,6.74
9751,1597,66,67,3.97,6,159,33.39,89.06,0,1,1,0,0,6.51
9752,1597,89,47,7.09,34,134,31.16,68.4,0,0,0,0,0,6.47
9753,1597,64,76,10.62,21,152,28.89,76.15,1,2,0,0,0,7.05
9754,1597,78,72,8.97,19,136,33.34,82.97,1,4,1,0,0,5.36
9755,1597,70,95,11.47,16,158,32.35,84.13,0,1,0,0,0,7.95
9756,1597,69,26,5.68,42,147,27.69,82.06,2,1,0,1,0,7.09
9757,1597,81,76,8.02,22,155,26.47,82.09,0,3,0,0,0,7.03
9758,1597,75,56,11.06,25,152,31.7,74.92,0,6,1,0,0,5.46
9759,1597,74,82,12.3,24,140,29.95,80.67,2,2,3,0,0,7.05
9760,1598,70,76,8.14,36,150,35.16,74.22,1,2,2,0,0,7.72
9761,1598,61,68,10.67,30,142,24.28,85.09,0,4,0,0,0,7.27
9762,1598,83,89,9.53,17,139,26.71,81.2,3,2,2,0,0,7.26
9763,1598,90,63,11.8,33,144,26.59,81.46,0,4,0,0,0,6.65
9764,1598,84,79,13.68,33,149,25.66,77.85,3,3,0,0,0,6.86
9765,1598,71,79,11.73,30,142,33.13,73.08,0,4,1,0,0,8.05
9766,1598,82,76,8.49,22,155,29.95,72.65,0,3,1,0,0,6.75
9767,1598,89,74,11.47,20,122,35.13,87.12,1,0,0,0,0,6.84
9768,1598,67,80,12.64,27,133,26.71,95.23,2,5,0,0,0,6.38
9769,1598,66,72,7.13,0,136,34.79,92.41,1,2,1,0,0,6.99
9770,1598,85,97,8.74,23,154,30.86,73.0,2,2,2,0,0,5.85
9771,1598,79,63,9.38,36,122,27.56,81.19,1,1,0,0,0,7.34
9772,1598,62,33,10.38,40,160,25.16,83.46,2,2,0,0,0,7.11
9773,1598,76,61,10.57,29,147,31.74,75.89,0,2,1,0,0,6.89
9774,1599,88,91,9.73,17,137,33.18,79.64,1,0,2,0,0,8.1
9775,1599,81,87,10.7,43,158,31.73,87.36,1,3,3,0,0,7.56
9776,1599,83,57,7.65,32,144,31.19,84.67,1,2,2,0,0,6.45
9777,1599,74,69,11.5,31,138,36.0,84.66,2,3,0,0,0,7.53
9778,1599,72,66,9.32,30,150,28.71,75.7,1,4,4,0,0,7.56
9779,1599,69,90,10.3,36,128,34.19,84.63,3,1,1,0,0,5.24
9780,1599,87,63,10.67,32,139,30.89,86.93,2,3,1,0,0,6.64
9781,1599,80,76,9.3,23,154,29.3,91.38,0,3,2,0,0,6.96
9782,1599,70,46,10.45,32,166,27.62,80.6,3,1,0,0,0,7.17
9783,1599,62,59,5.63,40,129,35.18,90.39,3,2,1,0,0,6.99
9784,1599,63,90,9.54,27,152,23.68,81.4,3,2,1,0,0,6.01
9785,1599,86,66,12.3,24,160,25.25,92.28,0,4,1,0,0,6.68
9786,1599,79,95,9.08,34,170,25.61,82.2,2,0,2,0,0,6.17
9787,1599,71,75,9.91,24,140,31.98,76.34,3,2,1,0,0,6.63
9788,1599,76,45,11.51,45,148,32.2,84.24,1,2,0,0,0,6.47
9789,1599,64,74,9.82,20,153,34.47,82.11,0,2,1,0,0,7.59
9790,1599,90,89,13.74,20,160,28.73,82.72,4,1,2,0,0,5.29
9791,1599,78,58,11.12,28,140,27.01,79.75,1,2,0,0,0,5.75
9792,1600,64,100,8.72,26,138,34.12,88.62,1,1,1,0,0,6.68
9793,1600,83,93,9.78,26,148,34.63,74.95,1,3,1,0,0,6.53
9794,1600,81,95,9.93,33,137,29.8,76.46,1,2,1,0,0,5.66
9795,1600,65,50,7.97,23,146,30.48,82.75,1,1,0,0,0,6.68
9796,1600,71,26,10.38,23,163,27.13,93.58,3,2,0,0,0,6.88
9797,1600,88,61,12.84,37,141,36.0,82.53,2,2,0,0,0,5.89
9798,1600,66,87,4.09,6,160,36.0,81.73,2,2,2,0,0,7.76
9799,1600,87,96,10.21,24,171,31.52,78.01,1,1,0,0,0,5.95
9800,1600,75,72,12.1,34,162,32.44,81.63,1,1,1,0,0,5.96
9801,1600,70,69,11.76,14,144,26.38,85.87,1,4,2,1,0,7.47
9802,1600,72,51,8.28,26,150,30.3,75.21,0,3,0,0,0,6.87
9803,1600,80,65,12.35,27,151,28.87,76.33,1,1,0,0,0,7.14
9804,1600,61,95,11.63,31,152,31.04,79.78,1,2,2,0,0,7.63
9805,1600,67,82,10.07,38,138,26.72,77.45,0,3,2,0,0,5.07
9806,1600,85,100,10.02,28,166,27.59,85.2,2,5,0,0,0,5.74
9807,1600,73,73,12.2,29,141,24.07,91.75,3,2,1,0,0,7.24
9808,1600,74,74,9.92,22,161,23.46,85.15,0,0,1,1,0,5.56
9809,1601,70,39,8.78,12,157,31.85,76.89,1,2,1,0,0,5.94
9810,1601,62,74,11.48,32,147,29.58,87.72,1,0,0,0,0,6.0
9811,1601,65,48,11.78,20,155,29.55,89.86,1,2,4,1,0,7.18
9812,1601,87,53,10.14,43,174,32.22,79.33,1,2,1,0,0,6.91
9813,1601,68,72,10.3,31,154,24.12,73.26,4,1,2,0,0,7.01
9814,1601,66,85,4.95,0,152,33.78,69.13,0,4,0,0,0,6.25
9815,1601,78,55,7.71,44,170,25.59,86.3,1,1,3,0,0,6.86
9816,1601,82,74,8.55,45,147,26.33,81.49,0,3,0,0,0,6.26
9817,1601,83,34,6.35,30,154,28.74,82.46,0,1,1,0,0,7.38
9818,1601,76,52,10.05,31,137,31.79,84.0,1,2,2,0,0,5.78
9819,1601,75,56,10.47,26,145,23.79,87.5,1,1,1,0,0,8.24
9820,1601,61,68,7.28,26,155,28.56,81.77,3,2,1,0,0,6.12
9821,1601,64,86,8.5,25,168,31.87,80.59,1,2,1,0,0,6.53
9822,1601,80,100,9.46,21,152,29.36,78.35,3,2,0,0,0,6.2
9823,1602,62,67,12.16,33,136,29.44,78.5,0,4,1,0,0,7.07
9824,1602,71,100,11.67,18,148,26.77,79.01,1,2,2,0,0,7.06
9825,1602,88,92,12.93,20,144,29.33,76.42,1,2,1,0,0,8.11
9826,1602,86,70,9.18,29,147,30.01,74.56,3,4,1,0,0,7.3
9827,1602,74,71,10.06,20,153,27.73,82.85,0,2,0,0,0,6.7
9828,1602,77,73,8.27,24,161,28.7,84.77,5,2,2,0,0,6.78
9829,1602,70,64,9.43,27,176,36.0,72.64,2,3,0,0,0,6.33
9830,1602,89,82,10.55,32,161,32.92,80.53,1,5,0,1,0,6.52
9831,1602,78,76,12.95,5,153,29.08,79.99,2,1,0,0,0,7.19
9832,1602,68,92,9.48,24,176,35.14,86.36,1,1,3,0,0,6.3
9833,1602,67,100,10.55,21,127,28.51,90.79,0,2,1,0,0,6.52
9834,1602,63,68,7.1,33,164,30.94,78.19,3,4,1,0,0,5.15
9835,1602,72,72,8.18,18,147,36.0,88.43,3,4,2,0,0,5.33
9836,1602,61,67,9.8,33,139,29.36,78.7,2,3,3,0,0,8.5
9837,1602,73,77,7.97,23,137,34.34,70.17,1,3,3,0,0,5.71
9838,1602,90,47,5.21,21,160,25.26,74.58,1,4,4,0,0,5.42
9839,1602,85,79,9.96,18,164,30.92,88.78,1,0,3,0,0,6.63
9840,1603,88,63,8.58,30,138,35.03,79.24,2,4,2,0,0,6.18
9841,1603,84,77,10.54,24,157,25.69,87.54,1,2,2,0,0,7.85
9842,1603,61,67,8.34,45,131,30.67,73.13,3,3,1,0,0,7.77
9843,1603,80,81,8.53,23,158,27.62,94.51,1,2,0,0,0,6.31
9844,1603,68,59,8.47,30,152,33.8,87.54,2,4,1,0,0,7.01
9845,1603,78,81,7.39,26,140,30.85,74.65,0,2,1,0,0,5.85
9846,1603,67,43,12.78,38,151,31.31,86.34,2,4,1,0,0,6.98
9847,1603,75,72,8.26,22,174,34.12,76.47,0,2,0,0,0,6.72
9848,1603,82,100,8.61,38,166,32.9,84.7,2,3,2,0,0,6.03
9849,1603,87,100,11.62,25,149,29.96,80.47,1,7,1,0,0,7.54
9850,1603,79,90,7.63,37,145,27.1,81.83,4,5,3,1,0,7.25
9851,1603,90,50,13.47,35,146,23.67,89.56,3,1,0,0,0,6.52
9852,1603,74,70,11.24,28,171,32.71,82.25,2,2,1,1,0,5.79
9853,1603,86,75,9.33,22,129,30.34,91.19,1,4,3,0,0,7.17
9854,1603,73,65,8.85,15,136,25.67,74.85,2,0,0,1,0,6.59
9855,1603,69,80,10.83,22,158,28.5,89.47,1,1,0,0,0,6.07
9856,1603,72,93,10.1,20,165,28.04,83.6,1,3,3,0,0,7.24
9857,1604,88,71,11.49,29,149,33.77,94.63,1,2,2,0,0,7.18
9858,1604,84,48,8.29,34,145,32.79,92.69,2,2,1,0,0,6.34
9859,1604,66,93,7.27,6,158,30.77,75.2,1,1,2,0,0,7.61
9860,1604,73,55,12.37,24,134,28.09,89.18,0,2,3,0,0,6.26
9861,1604,62,100,11.89,25,141,32.79,97.0,0,0,0,0,0,7.0
9862,1604,83,90,8.77,31,139,27.28,87.5,0,3,1,1,1,5.25
9863,1604,70,79,9.41,26,129,33.0,82.57,1,2,1,0,0,7.34
9864,1604,67,59,6.31,16,151,26.86,75.17,1,3,1,0,0,6.93
9865,1604,77,54,11.29,18,150,25.85,74.27,0,5,2,0,0,5.17
9866,1604,63,82,9.49,33,151,31.89,74.06,0,4,1,0,0,7.5
9867,1604,61,87,11.13,24,172,32.95,81.39,1,0,2,1,0,6.84
9868,1604,69,60,12.91,24,128,35.53,92.09,0,0,0,0,0,8.11
9869,1604,76,67,10.3,31,152,33.44,85.75,2,3,0,0,0,6.1
9870,1604,79,77,10.3,33,149,33.79,85.28,2,1,0,0,0,6.24
9871,1604,78,39,10.19,19,152,32.83,86.7,1,1,1,0,0,7.3
9872,1604,82,94,15.24,31,162,29.18,74.2,5,1,1,0,0,6.79
9873,1604,72,86,12.21,24,142,25.17,75.47,4,2,1,0,0,5.4
9874,1604,68,71,9.48,31,152,28.04,90.14,0,3,2,0,0,8.03
9875,1605,70,58,8.18,19,127,31.68,74.98,2,1,4,0,0,7.39
9876,1605,65,74,6.83,35,137,29.65,93.25,1,1,2,0,0,7.16
9877,1605,63,39,7.43,30,151,27.77,85.55,2,2,1,0,0,6.9
9878,1605,81,100,9.03,17,161,26.38,84.09,5,0,0,0,0,6.47
9879,1605,74,64,9.63,28,159,24.66,74.86,1,4,2,0,0,6.44
9880,1605,64,66,11.79,14,160,28.16,80.95,0,1,2,0,0,6.45
9881,1605,62,61,10.87,40,134,27.52,86.63,1,2,2,1,1,7.28
9882,1605,71,92,10.01,25,167,27.22,76.95,2,2,3,0,0,7.03
9883,1605,77,84,8.45,29,167,27.46,82.15,0,1,2,1,0,7.69
9884,1605,82,91,9.56,33,147,29.62,84.71,0,2,2,0,0,5.93
9885,1605,76,86,7.61,21,119,31.36,96.06,0,1,0,0,0,6.83
9886,1605,73,97,10.35,32,168,25.35,79.67,0,1,0,0,0,6.06
9887,1605,88,83,7.62,36,138,25.21,60.77,1,0,0,1,0,8.78
9888,1605,67,71,8.89,18,151,29.41,89.57,3,3,1,0,0,6.55
9889,1605,61,79,8.17,22,144,34.52,87.48,2,2,2,0,0,7.6
9890,1606,88,62,10.36,13,146,27.95,84.18,1,4,2,0,0,6.77
9891,1606,66,100,3.43,0,136,27.35,88.16,1,0,0,0,0,6.14
9892,1606,74,100,6.77,29,158,23.21,89.87,0,1,0,0,0,7.64
9893,1606,81,53,11.29,27,130,27.77,78.9,3,6,5,1,0,7.56
9894,1606,64,53,8.9,22,153,23.43,88.53,2,0,1,0,0,5.85
9895,1606,72,55,9.88,35,150,28.69,85.66,1,1,0,0,0,7.26
9896,1606,78,48,6.18,23,145,27.04,87.39,2,1,0,0,0,6.54
9897,1606,73,71,12.92,42,177,34.49,88.65,2,3,1,0,0,5.22
9898,1606,68,76,10.02,36,154,36.0,89.17,1,2,0,0,0,6.16
9899,1606,83,88,11.52,32,152,35.27,85.28,2,2,5,0,0,5.85
9900,1606,71,71,8.69,24,153,32.08,78.89,1,4,1,1,0,5.38
9901,1606,80,55,9.67,32,156,31.04,78.51,1,3,0,0,0,7.95
9902,1606,62,92,8.04,35,151,29.08,86.15,1,1,4,0,0,8.0
9903,1606,76,82,8.26,17,152,29.98,86.78,0,3,1,0,0,6.68
9904,1607,75,57,10.22,25,153,31.4,85.48,1,2,1,1,0,6.0
9905,1607,72,63,12.18,42,163,28.82,84.72,1,1,0,0,0,7.58
9906,1607,74,76,13.06,27,135,24.11,64.89,2,4,1,0,0,7.94
9907,1607,62,74,12.24,34,168,29.48,81.94,0,2,1,0,0,6.49
9908,1607,77,65,9.26,20,143,32.26,96.27,3,1,2,0,0,6.48
9909,1607,89,74,11.36,26,150,31.52,95.18,2,3,0,0,0,6.02
9910,1607,70,81,9.86,30,152,26.34,93.88,1,2,0,0,0,5.73
9911,1607,82,70,10.22,20,150,28.84,78.14,3,1,3,0,0,6.35
9912,1607,80,58,9.21,23,142,32.72,86.12,0,4,1,0,0,7.29
9913,1607,67,93,8.29,17,139,28.6,78.28,0,1,1,0,0,7.29
9914,1607,79,45,9.63,22,142,31.65,78.36,3,1,2,1,0,6.08
9915,1607,71,95,8.92,30,139,31.65,78.62,1,1,2,0,0,6.26
9916,1607,64,66,10.3,13,133,26.45,80.97,1,2,0,1,0,7.13
9917,1607,78,73,9.08,38,147,29.64,89.36,1,1,1,0,0,5.83
9918,1607,88,36,8.44,30,161,26.32,90.09,1,2,1,0,0,7.47
9919,1607,65,95,13.53,25,128,25.62,83.01,1,0,3,0,0,7.4
9920,1607,76,45,14.07,19,152,31.95,68.69,2,0,0,0,0,6.63
9921,1608,68,56,10.87,30,136,23.52,89.97,0,2,1,0,0,5.15
9922,1608,71,85,8.88,36,179,31.49,79.77,1,0,4,0,0,7.21
9923,1608,89,77,10.12,25,151,29.9,83.36,3,3,0,0,0,6.42
9924,1608,82,61,12.19,34,144,23.86,79.53,0,2,0,0,0,6.64
9925,1608,81,68,10.58,44,142,30.55,83.85,3,2,0,0,0,6.07
9926,1608,77,34,11.8,32,153,30.82,78.88,2,4,2,0,0,6.17
9927,1608,85,64,7.72,33,157,32.37,74.79,1,1,0,0,0,7.48
9928,1608,74,55,11.62,22,154,30.33,73.29,0,1,1,0,0,7.14
9929,1608,70,81,10.61,40,149,26.66,78.75,1,3,0,1,0,6.26
9930,1608,69,90,8.23,27,156,31.01,83.8,2,3,1,0,0,6.97
9931,1608,80,67,9.47,21,154,26.67,88.44,0,5,0,0,0,7.83
9932,1608,79,40,8.33,36,141,29.02,81.09,3,2,0,0,0,7.17
9933,1608,86,59,11.34,30,158,33.47,73.18,1,1,1,0,0,8.5
9934,1608,61,78,12.25,30,149,25.01,73.09,1,0,0,0,0,7.31
9935,1609,88,63,8.42,19,152,30.68,95.0,3,4,0,0,0,5.64
9936,1609,90,41,9.37,17,137,24.69,82.99,4,2,0,1,0,7.36
9937,1609,64,100,13.54,24,147,35.69,79.52,0,2,0,0,0,7.23
9938,1609,75,65,12.86,27,155,30.72,78.22,2,3,0,0,0,6.32
9939,1609,65,46,9.58,27,130,28.14,83.76,1,2,2,0,0,7.1
9940,1609,73,51,8.29,22,162,31.95,83.04,1,0,1,0,0,6.14
9941,1609,85,78,12.3,11,159,28.11,76.92,1,1,1,0,0,8.08
9942,1609,76,81,12.36,26,141,22.12,90.63,0,2,0,0,0,6.93
9943,1609,72,88,11.13,38,159,30.44,84.28,1,2,1,0,0,5.44
9944,1609,77,89,9.0,34,157,32.61,78.81,1,0,4,0,0,6.85
9945,1609,69,76,10.14,27,147,29.37,93.46,4,1,0,0,0,7.81
9946,1609,62,72,4.68,24,150,32.9,81.17,2,1,1,0,0,6.87
9947,1609,87,70,10.54,36,150,28.74,83.45,1,2,0,0,0,6.65
9948,1609,67,72,11.81,27,171,26.84,84.69,0,3,1,0,0,5.55
9949,1609,66,70,4.82,13,158,36.0,78.87,0,2,3,0,0,6.75
9950,1610,71,81,10.72,38,154,32.5,89.36,2,1,1,1,0,7.52
9951,1610,68,65,11.98,22,134,24.8,84.65,0,0,2,0,0,7.58
9952,1610,87,77,9.76,37,149,33.88,83.99,0,0,1,0,0,5.69
9953,1610,77,75,12.92,28,137,26.16,62.2,3,2,1,0,0,7.69
9954,1610,90,83,9.8,20,143,28.27,79.72,3,2,0,0,0,6.37
9955,1610,70,92,12.45,28,147,30.68,88.44,1,4,1,0,0,6.78
9956,1610,66,74,4.75,0,172,32.82,82.63,0,1,2,0,0,6.37
9957,1610,78,55,8.54,40,177,24.74,65.88,0,3,1,0,0,6.67
9958,1610,73,63,8.23,30,142,36.0,87.95,3,1,1,1,0,6.4
9959,1610,88,79,13.9,21,142,26.93,86.92,1,4,2,1,0,5.37
9960,1610,67,100,11.41,31,142,26.11,82.08,3,1,2,0,0,7.46
9961,1610,61,61,11.45,48,149,27.32,79.49,0,1,0,0,0,7.45
9962,1610,81,45,8.74,32,148,29.74,88.88,0,1,0,1,0,4.64
9963,1610,79,94,10.33,6,141,27.16,80.46,2,0,0,0,0,7.12
9964,1610,85,52,11.3,30,145,22.0,77.83,0,0,0,0,0,7.64
9965,1610,83,72,11.88,24,130,34.43,78.03,0,4,2,0,0,5.18
9966,1610,64,83,10.77,32,161,35.39,74.19,4,3,1,0,0,6.37
9967,1610,65,100,10.68,39,139,31.45,65.85,1,2,2,0,0,6.96
9968,1611,75,44,8.7,42,169,29.15,86.69,1,2,1,0,0,8.44
9969,1611,87,88,7.76,28,159,28.84,81.91,0,4,0,0,0,8.97
9970,1611,70,60,7.26,31,154,26.36,84.2,0,5,2,0,0,6.84
9971,1611,71,33,12.61,24,135,35.52,75.48,1,4,3,0,0,5.84
9972,1611,64,66,9.4,36,141,25.61,90.15,2,4,2,0,0,8.08
9973,1611,77,100,11.82,34,147,29.85,74.2,1,2,2,0,0,6.82
9974,1611,74,66,9.03,33,136,26.8,80.84,2,3,2,0,0,6.54
9975,1611,90,97,10.77,26,162,34.96,88.12,2,1,0,0,0,8.49
9976,1611,85,58,11.33,34,136,26.36,90.58,0,1,0,0,0,7.17
9977,1611,80,88,9.31,44,151,22.0,83.73,2,0,2,0,0,6.9
9978,1611,68,77,9.38,28,161,31.35,80.57,0,0,1,0,0,6.88
9979,1611,61,76,10.0,27,173,36.0,87.75,1,3,0,0,0,5.68
9980,1611,89,77,6.69,29,158,36.0,92.6,1,1,1,0,0,7.17
9981,1611,65,82,7.77,11,147,33.64,95.04,1,7,1,0,0,7.47
9982,1611,73,95,8.81,31,135,33.09,83.0,0,3,1,0,0,7.44
9983,1612,75,67,9.07,17,151,29.34,86.0,3,4,1,0,0,7.08
9984,1612,61,75,9.51,20,140,33.88,86.12,2,4,2,0,0,6.18
9985,1612,88,58,11.03,22,122,26.56,73.79,0,1,0,0,0,6.94
9986,1612,90,53,11.26,21,156,32.56,72.59,3,3,1,0,0,7.93
9987,1612,86,70,9.01,38,143,28.02,73.16,0,3,1,0,0,6.85
9988,1612,81,48,8.69,30,169,32.0,77.03,0,2,4,0,0,6.14
9989,1612,62,46,9.27,29,150,30.66,70.9,1,0,4,0,0,5.42
9990,1612,74,70,10.55,44,148,32.17,70.24,1,4,2,1,0,6.83
9991,1612,69,83,10.31,26,135,27.65,87.4,4,0,1,0,0,5.2
9992,1612,83,77,12.92,29,148,27.45,80.3,2,1,5,0,0,6.96
9993,1612,78,46,11.7,10,154,30.1,77.92,1,1,1,0,0,8.98
9994,1612,80,70,8.02,27,138,27.55,90.55,1,3,0,0,0,7.19
9995,1612,89,57,8.65,30,133,32.84,84.52,2,2,2,1,0,6.27
9996,1612,82,81,10.87,18,169,26.1,75.62,2,1,1,0,0,7.0
9997,1612,76,57,8.93,23,167,27.96,79.93,1,1,1,0,0,7.18
9998,1613,69,47,7.19,38,145,27.76,84.74,1,2,1,0,0,6.89
9999,1613,83,59,11.31,33,147,26.45,86.09,0,0,1,0,0,8.28
10000,1613,77,61,9.85,15,165,29.14,87.37,1,3,1,0,0,7.08
10001,1613,80,74,11.48,18,152,22.0,90.07,1,1,0,0,0,6.32
10002,1613,74,60,14.09,29,158,30.79,90.06,3,2,2,1,0,5.44
10003,1613,73,92,9.42,16,160,34.25,81.36,1,2,2,1,0,6.96
10004,1613,84,52,11.5,28,162,34.62,79.65,2,3,0,0,0,7.38
10005,1613,66,74,3.91,9,144,28.93,97.0,0,2,2,0,0,5.64
10006,1613,70,99,9.05,25,155,26.47,80.01,1,5,1,0,0,6.37
10007,1613,64,63,9.09,20,153,31.1,80.72,0,1,1,0,0,5.96
10008,1613,82,49,10.91,14,138,31.34,79.48,2,2,0,0,0,7.39
10009,1613,85,75,10.37,36,156,27.99,90.7,2,4,1,0,0,7.16
10010,1613,86,76,11.13,34,162,22.33,70.05,1,2,1,0,0,6.24
10011,1613,78,100,9.83,17,151,33.59,79.97,2,3,0,0,0,6.98
10012,1613,72,90,9.7,33,159,26.43,81.48,4,2,0,0,0,7.33
10013,1614,64,80,12.7,19,164,28.97,89.01,0,2,0,1,0,7.23
10014,1614,70,93,8.99,25,161,34.86,84.28,2,0,3,0,0,5.68
10015,1614,81,42,10.57,17,140,29.1,80.38,0,0,1,0,0,7.71
10016,1614,69,67,8.51,29,133,33.95,83.05,2,0,2,0,0,7.15
10017,1614,87,70,11.08,9,135,28.12,85.95,2,1,0,1,0,6.45
10018,1614,66,51,3.83,0,157,27.64,87.64,0,0,0,0,0,5.3
10019,1614,68,75,8.62,42,170,28.91,83.9,0,2,2,0,0,6.45
10020,1614,86,64,8.03,34,149,26.99,88.8,2,1,3,0,0,6.75
10021,1614,73,50,9.36,18,144,30.24,92.78,0,2,0,0,0,5.78
10022,1614,77,37,10.62,23,140,34.2,85.57,0,3,1,0,0,6.96
10023,1614,72,38,9.55,16,158,28.82,78.29,1,2,1,1,0,6.23
10024,1614,62,64,12.26,16,136,26.32,76.97,0,2,1,0,0,7.83
10025,1614,61,60,9.22,22,147,33.51,87.06,0,1,1,0,0,6.25
10026,1614,83,71,10.9,29,140,28.02,79.53,0,3,1,0,0,5.71
10027,1614,89,25,10.55,40,138,27.88,84.76,0,2,1,1,0,6.45
10028,1614,79,100,9.82,20,142,27.13,78.3,1,3,0,0,0,6.02
10029,1614,75,73,11.94,35,157,36.0,85.11,1,2,0,0,0,5.92
10030,1615,78,47,7.52,32,150,31.75,77.09,2,1,3,0,0,7.62
10031,1615,72,75,10.25,24,145,32.0,84.66,3,3,2,0,0,7.25
10032,1615,73,100,11.63,43,144,28.6,92.04,0,1,0,0,0,6.5
10033,1615,81,100,10.47,18,172,30.89,81.41,1,4,0,0,0,8.31
10034,1615,76,100,7.52,30,155,26.85,83.54,0,1,1,0,0,7.41
10035,1615,87,73,11.96,40,162,36.0,90.85,3,1,1,0,0,5.26
10036,1615,64,69,7.45,32,160,25.71,92.87,1,2,1,0,0,7.18
10037,1615,84,76,15.04,27,154,27.44,76.01,1,2,2,0,0,7.06
10038,1615,71,66,9.05,23,148,27.72,79.86,0,1,3,0,0,8.09
10039,1615,80,56,10.09,26,153,27.0,69.67,2,3,2,0,0,5.53
10040,1615,67,85,9.39,36,133,36.0,84.71,0,3,1,0,0,7.53
10041,1615,62,81,13.03,25,138,31.93,97.0,1,2,2,0,0,6.24
10042,1615,89,53,5.63,21,156,27.09,81.93,2,1,0,0,0,7.75
10043,1615,66,100,5.6,0,147,29.39,87.25,1,2,0,0,0,6.87
10044,1615,69,36,8.65,30,166,29.82,80.19,1,2,3,0,0,6.16
10045,1615,79,45,8.09,34,157,36.0,73.06,2,1,1,0,0,7.45
10046,1616,66,65,2.0,2,175,26.47,80.18,1,3,1,0,0,6.67
10047,1616,64,73,5.5,21,146,28.9,79.78,0,2,2,0,0,5.97
10048,1616,63,100,9.84,36,138,24.89,85.95,1,1,1,0,0,6.6
10049,1616,69,76,13.27,23,149,23.4,86.39,0,3,1,0,0,6.64
10050,1616,61,86,10.95,18,141,29.05,90.24,3,1,3,0,0,7.52
10051,1616,75,81,8.24,36,148,28.36,85.63,0,1,5,0,0,6.96
10052,1616,77,68,8.74,17,149,29.89,89.01,0,2,1,0,0,7.68
10053,1616,68,56,12.59,34,154,32.82,70.68,1,1,0,0,0,6.24
10054,1616,88,64,8.14,32,145,31.6,80.73,3,1,0,1,0,6.56
10055,1616,83,63,10.87,18,138,29.23,76.32,1,2,1,0,0,7.21
10056,1616,78,46,9.3,23,139,29.92,84.96,2,1,1,0,0,7.15
10057,1616,79,61,12.12,32,161,32.25,78.07,2,1,0,1,0,5.2
10058,1616,74,46,11.53,25,140,31.25,89.03,2,3,1,0,0,7.24
10059,1616,85,69,11.48,33,139,29.76,80.66,2,2,2,0,0,6.27
10060,1616,65,57,9.43,35,143,33.47,74.36,1,4,0,0,0,5.36
10061,1617,62,65,10.23,24,143,34.73,82.5,0,1,3,0,0,5.42
10062,1617,65,43,6.36,26,161,30.28,83.17,1,4,0,0,0,6.35
10063,1617,63,76,9.61,26,160,32.25,81.21,2,1,3,0,0,6.95
10064,1617,68,80,10.6,34,144,26.61,81.97,3,0,0,0,0,7.06
10065,1617,72,77,8.51,27,138,25.78,78.07,0,3,0,0,0,6.65
10066,1617,84,65,10.08,25,146,34.58,73.87,0,1,0,0,0,6.73
10067,1617,82,45,12.2,33,132,31.63,91.41,4,1,0,0,0,4.85
10068,1617,71,47,11.13,23,154,32.55,79.91,2,1,0,0,0,5.47
10069,1617,86,63,13.39,24,158,32.81,78.26,3,2,2,0,0,8.05
10070,1617,66,83,4.66,0,141,33.88,90.6,1,3,0,0,0,6.99
10071,1617,78,85,6.84,25,130,28.27,81.57,2,2,0,0,0,7.12
10072,1617,69,76,10.56,31,133,29.31,73.7,3,1,2,1,0,6.13
10073,1617,81,82,7.93,34,153,28.06,82.24,1,2,2,0,0,4.76
10074,1617,77,52,10.97,28,145,32.15,74.29,1,0,2,1,0,5.85
10075,1617,89,75,9.36,35,143,29.06,68.72,1,4,0,0,0,8.0
10076,1617,83,64,10.04,22,145,29.82,72.69,0,1,1,0,0,6.18
10077,1617,73,100,7.96,28,137,29.62,74.61,2,2,0,0,0,6.97
10078,1618,83,66,9.09,39,129,26.93,83.26,1,0,0,0,0,7.41
10079,1618,82,69,9.42,31,182,31.56,83.22,0,4,1,0,0,7.62
10080,1618,77,61,12.04,11,149,28.45,76.71,0,3,1,1,0,7.03
10081,1618,69,74,10.11,38,121,28.02,86.79,1,1,0,1,0,7.28
10082,1618,86,71,6.36,16,155,31.6,87.24,0,1,0,0,0,6.22
10083,1618,84,70,10.37,41,148,30.87,83.09,2,3,0,0,0,7.8
10084,1618,79,72,8.39,24,145,32.53,84.91,1,6,2,0,0,6.03
10085,1618,75,51,9.84,38,147,27.82,81.83,2,1,0,0,0,5.62
10086,1618,71,76,11.96,24,130,32.27,81.79,4,3,0,0,0,6.05
10087,1618,72,77,12.6,30,147,24.9,83.19,0,1,0,0,0,7.29
